id,limit_bal,sex,education,marriage,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
1087,20000,2,1,2,24,17147,18264,19145,17322,16989,12699,1700,1500,822,1000,1000,500
1088,300000,1,2,2,31,281829,285038,291480,298378,131103,128742,10208,12507,15056,5027,5007,5063
1089,20000,2,2,2,21,21003,20260,9686,0,6884,0,39,0,5000,13749,0,0
1090,20000,2,3,2,54,9777,10140,9360,9833,9153,9116,2000,1000,1000,0,500,500
1091,10000,1,2,1,50,9415,8852,8297,8792,9277,9744,1000,1000,1000,1000,1000,1000
1092,150000,1,3,1,47,250475,123543,52598,3218,0,0,5772,2424,3218,0,0,0
1093,50000,1,3,2,41,48619,48647,49859,50700,46174,47430,2100,2300,2025,1800,2000,2100
1094,320000,2,1,2,30,8144,7824,7500,7500,7500,7500,7500,7500,7500,7500,7500,42562
1095,70000,2,2,2,38,22578,23606,24619,25107,25634,26143,1397,1410,898,931,936,970
1096,230000,2,1,1,51,986,2295,2754,74,3381,2308,2295,2764,74,3381,2308,2381
1097,280000,2,1,1,37,3915,6686,3719,11013,21011,29459,6691,85,11045,21012,29460,10284
1098,100000,2,3,1,39,39667,40704,41718,41536,42243,42929,1649,1663,1471,1360,1212,4472
1099,20000,2,1,2,26,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200
1100,230000,2,2,1,43,226319,230825,234832,217987,169529,172143,9309,8795,8337,6015,6292,6080
1101,50000,2,4,2,21,1211,3173,7076,7729,9442,9887,2000,4000,2000,2000,1000,2000
1102,50000,2,2,1,36,47357,49260,50556,12557,9959,11361,3000,3266,600,1672,20000,1000
1103,240000,1,2,1,30,227675,181461,186160,191355,192406,190086,10003,10009,10014,8500,10000,8000
1104,30000,2,3,1,41,39230,37737,36619,34752,33229,32211,1618,2000,1500,1500,2000,1248
1105,20000,2,2,2,22,22353,21720,21098,20334,19943,19956,0,0,0,458,463,235
1106,500000,2,3,1,38,13655,8351,2340,2340,11435,189,8351,2340,2340,11435,189,5391
1107,190000,1,2,1,45,82764,63105,55282,50864,48782,49241,5000,2600,2000,3000,5000,2000
1108,10000,1,3,2,22,5757,6706,7715,7873,8742,9551,1200,1128,286,1000,955,0
1109,130000,1,2,2,25,113290,112561,119435,105382,49643,46812,5650,12421,0,7000,0,2000
1110,90000,2,2,1,33,26772,70398,56266,47804,44230,48144,56388,112,1779,1786,5414,2418
1111,210000,2,4,2,29,67931,65289,64778,65861,63794,65069,12411,13000,12340,14000,12364,13000
1112,160000,2,1,2,28,3849,6393,6969,9044,2325,3998,6458,6980,9044,2325,4997,9947
1113,50000,2,3,2,43,150,809,-60,-210,-360,-510,809,0,0,0,0,0
1114,200000,1,2,1,31,29070,31302,29192,28170,28763,28453,3019,6,991,1032,1310,2000
1115,150000,2,2,1,36,11085,2500,190,3173,673,38100,2507,190,3180,0,38100,5000
1116,150000,2,2,2,28,326,326,326,326,652,326,326,326,326,652,0,326
1117,150000,2,2,1,25,6156,0,0,316,316,316,0,0,316,316,316,316
1118,500000,2,2,2,34,367463,287148,262173,90450,9685,-39046,10584,30232,3018,1335,30000,10000
1119,50000,2,2,2,48,879,8061,8290,7838,7998,8161,8061,1398,1000,160,163,9217
1120,310000,2,1,2,28,18877,18379,10327,17252,9917,33776,18417,48,17337,9965,33826,116
1121,60000,2,2,1,32,20524,21584,22437,22771,23099,23583,1700,1500,1000,1000,1000,0
1122,20000,1,4,2,55,69257,70055,18997,10404,11170,380,2400,1833,1100,2300,0,400
1123,30000,1,3,2,31,31405,30588,26860,21165,21281,22938,0,0,1646,762,2000,0
1124,140000,2,2,2,27,120072,78166,72631,65517,59275,58208,2824,2508,4973,2300,0,3000
1125,50000,2,2,1,30,34811,30753,6680,0,0,0,2000,1000,0,0,0,0
1126,50000,1,2,1,57,46540,48520,47875,48110,18576,15339,2770,2100,1300,700,1000,1000
1127,50000,2,2,2,28,28157,28409,27589,27875,28539,29202,1430,1770,1446,1500,1500,1073
1128,260000,2,2,1,42,35215,31889,26299,27804,25809,27052,2500,3000,3000,2500,2500,2000
1129,500000,2,2,1,49,3645,2744,1000,16639,7081,0,2744,1005,16639,142,0,10220
1130,220000,1,1,2,32,207384,213290,219202,222114,173898,166686,9252,11000,8769,6678,6053,6235
1131,30000,2,2,1,30,9211,9133,10165,11441,11479,11719,1154,1186,1462,500,400,434
1132,500000,1,1,1,46,991,4073,6738,2500,0,0,4082,6738,2510,0,0,1000
1133,330000,2,2,1,47,0,0,0,3155,4550,1264,0,0,3155,4550,1264,813
1134,150000,1,1,1,44,152375,122540,129558,131476,133223,136004,5005,10002,5018,10006,7007,6000
1135,50000,2,1,2,27,19096,18492,21186,22538,22274,22767,0,3000,2000,400,1000,0
1136,50000,1,1,1,28,4545,0,0,0,0,0,0,0,0,0,0,0
1137,340000,1,1,1,42,6888,2913,340,2823,13045,14006,2913,340,2823,13062,14016,4513
1138,50000,1,3,1,49,49331,46429,47446,39516,17643,32230,2000,3030,4000,2000,2800,2936
1139,50000,1,1,2,23,17528,17921,0,940,0,0,1000,0,940,0,0,0
1140,130000,1,2,2,32,27495,0,0,0,0,0,0,0,0,0,0,0
1141,30000,1,2,1,47,24081,29818,28966,26902,25426,26799,6155,0,1030,1049,5000,482
1142,70000,2,1,1,45,116630,-67526,71562,68709,28528,29171,0,140043,1830,1021,1103,1011
1143,70000,1,2,2,30,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0
1144,50000,2,2,2,22,18293,19301,20338,22486,22932,23413,1315,1352,2500,820,850,855
1145,280000,1,2,2,30,110550,113877,115223,116930,112607,95949,6600,4700,5100,0,4200,3000
1146,150000,2,2,1,47,316,316,316,0,782,316,316,316,0,1098,0,0
1147,20000,1,3,1,49,13881,12170,13237,10790,390,780,1218,1285,608,390,780,0
1148,210000,1,1,2,38,103310,111472,79503,75528,72567,69502,107651,2861,2388,3000,3000,2500
1149,180000,2,2,2,34,59076,50505,38547,63249,51437,45279,3000,3000,33000,2000,2000,2000
1150,50000,1,2,1,24,15524,16558,17596,18589,18997,18705,1300,1310,1300,700,1000,800
1151,360000,2,2,1,54,277688,271867,272796,279597,253333,253737,10450,10414,11330,9081,9500,9000
1152,430000,2,1,2,34,14965,11576,14099,15128,14647,16317,0,3000,3500,0,2000,2000
1153,70000,2,3,2,55,4664,5680,6703,7853,7316,7350,1100,1123,1273,407,300,300
1154,200000,1,1,2,34,156449,162377,174501,155355,129942,118202,10000,15000,0,10000,0,11000
1155,60000,2,2,2,23,27104,28179,30586,30885,30268,30103,1500,2867,1080,0,1319,2200
1156,80000,1,2,2,27,56789,58276,60102,61423,72197,71003,2400,3000,2500,11576,39,38
1157,110000,2,2,2,29,50268,24243,25349,26265,27045,27572,1400,1500,1400,1100,1000,1000
1158,210000,1,2,2,33,155847,156084,177865,89227,90027,93076,6000,5896,4800,3500,5000,4000
1159,450000,1,3,1,39,28499,13119,9983,4904,45338,51646,1214,3109,4904,45338,7570,11729
1160,20000,1,2,1,43,12721,14102,14870,16116,16436,16781,1600,1300,1500,588,610,611
1161,210000,2,2,2,34,63672,57299,59336,61349,63366,65155,2200,3000,3000,3000,3000,3500
1162,210000,2,1,2,37,349,10128,19631,23906,373,3073,10152,19631,23906,0,3073,7418
1163,200000,2,2,2,38,14956,9023,4963,5418,5131,5741,5000,1155,1000,103,1000,109
1164,240000,1,1,2,35,241499,236556,229622,202296,165639,159245,8500,10200,8366,6070,10000,6043
1165,50000,1,2,2,38,44620,49641,46396,19673,17083,17694,10000,2014,1000,1000,3000,4000
1166,20000,1,2,2,63,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0
1167,180000,1,2,2,40,4289,1000,0,0,0,0,1000,0,0,0,0,10443
1168,180000,1,3,2,31,36864,35587,35989,36013,36164,31637,0,1800,1230,1200,1350,2310
1169,220000,2,1,1,43,1090,1257,1090,1090,1090,0,167,0,0,0,0,0
1170,20000,2,1,2,22,18390,19760,18570,17604,11973,9517,2000,1376,1383,1000,455,1500
1171,210000,2,2,2,26,119269,60133,56076,39135,25396,18553,2345,1915,5028,3200,371,25140
1172,20000,2,2,2,47,20151,19419,19864,4723,0,0,2000,2013,4731,0,0,0
1173,20000,1,2,2,35,17042,17544,15292,16509,12261,14550,1500,1500,1506,452,2500,691
1174,180000,1,3,1,54,149698,137260,124500,111430,98182,84598,4834,4371,3849,3405,2887,2402
1175,330000,2,2,1,39,377779,372355,365250,358145,352121,346216,0,0,0,0,0,0
1176,200000,1,1,2,28,2626,15912,1677,315,3042,374,15954,1677,315,3042,374,4500
1177,30000,2,2,2,27,15191,16144,16383,16518,16907,17279,1500,800,700,800,800,800
1178,50000,2,2,1,31,46512,47716,49675,30929,30078,29170,1974,4406,1061,1073,1046,1047
1179,200000,2,1,2,29,0,928,1280,1675,97,138,928,1000,1000,97,138,0
1180,340000,2,1,1,29,11806,13535,18784,26069,20007,15857,10000,6000,23000,400,5857,6500
1181,210000,2,2,2,33,19951,21620,23251,24358,25805,27168,2000,2000,1500,2000,1800,1500
1182,220000,1,3,1,30,780,390,0,780,0,780,390,0,780,0,780,390
1183,240000,2,2,1,32,12000,0,0,0,0,0,0,0,0,0,0,0
1184,120000,2,1,1,42,344,881,1778,1885,607,687,881,1781,1885,607,687,1203
1185,410000,2,3,1,34,2347,4234,23591,224,193,6441,4252,23785,225,194,6473,22906
1186,30000,2,3,1,59,28170,32597,32289,31276,30428,29371,4946,2000,1220,1232,1052,1500
1187,20000,1,3,2,59,19074,18482,20329,19616,19303,1013,0,2300,0,0,0,2821
1188,140000,2,2,2,26,4113,6030,16025,24616,19458,20047,2000,16025,24616,1000,1000,1000
1189,30000,1,1,1,27,12897,13484,6655,6618,0,0,2011,2211,2101,148,0,0
1190,300000,1,1,2,42,161772,111664,123854,0,0,0,114402,127180,0,0,0,0
1191,240000,2,2,2,25,175764,178600,182639,186275,190337,193961,6500,7000,6680,7070,6954,14870
1192,320000,1,1,1,44,14075,6813,13482,2975,2029,888,6818,13482,2975,2029,888,1332
1193,230000,2,2,2,26,23758,0,0,0,0,0,0,0,0,0,0,0
1194,200000,2,3,1,56,193392,159546,158486,160375,163444,0,5039,8000,3500,3269,0,0
1195,50000,1,2,1,53,48120,47824,48954,46716,18685,19076,1818,1948,1835,669,692,707
1196,230000,2,2,2,29,0,0,0,0,1004,854,0,0,0,1004,0,5183
1197,50000,2,2,2,24,26735,26994,28331,27138,26499,27301,1500,1798,1605,966,1247,1500
1198,50000,2,2,1,34,51012,49882,50446,49910,29844,30524,2000,2200,2270,1204,1300,1238
1199,240000,1,2,1,49,4639,1825,973,-110,-110,-110,1838,976,110,0,0,0
1200,200000,1,2,1,40,154090,172516,168401,164199,174420,178485,21000,0,0,13000,7000,1170
1201,200000,2,2,1,36,184697,186660,77221,110294,68214,72103,8001,5000,35000,6000,5000,5000
1202,50000,2,2,1,50,51212,50658,48999,49388,48853,47765,2070,2357,1746,1628,1520,2202
1203,50000,1,2,1,43,15641,15105,16545,16977,16563,17688,0,2000,1000,0,1400,0
1204,70000,1,1,2,24,16861,7553,8670,9764,9954,10144,1300,1400,1400,500,500,1000
1205,200000,2,1,2,29,2393,183,4847,20183,24815,24248,0,4872,20183,5000,0,1000
1206,20000,1,2,2,25,13610,14160,15200,14800,17800,10000,1360,1400,0,3000,200,0
1207,250000,2,1,1,40,16503,13894,14669,14265,8887,6679,0,1400,1090,246,402,200
1208,230000,2,2,1,45,107,107,1741,107,107,0,107,1741,214,0,0,0
1209,440000,1,1,2,39,120448,115977,104887,86807,71641,12420,3939,3506,3589,3061,1031,1044
1210,370000,2,2,1,36,219386,181046,169132,128553,88817,83763,10500,14045,8553,8817,10763,2526
1211,100000,2,2,1,36,100050,96652,97974,97486,95479,92817,4500,4600,4500,3500,3500,3500
1212,400000,2,2,2,25,393159,44917,52366,29995,22722,24479,2522,17213,1000,1000,2100,154700
1213,500000,2,1,1,32,93174,45860,28362,41489,44158,37880,45979,28435,41503,31748,25449,22999
1214,170000,2,2,2,56,4767,0,451,0,424,1482,0,451,0,424,1482,688
1215,100000,1,2,2,41,1941,3255,3056,4998,4769,9691,1500,0,2000,0,5000,0
1216,50000,1,2,2,24,43247,45036,44384,19524,35268,16099,3000,1300,642,612,1192,600
1217,280000,2,1,2,28,5432,2146,1688,1226,6394,1626,0,1688,1226,7000,0,3146
1218,10000,1,2,2,25,7806,8615,7851,8704,8877,9063,1114,1292,1145,318,329,331
1219,70000,1,1,2,50,56551,34489,32669,31429,31749,21385,1900,1630,890,1300,762,1000
1220,50000,1,2,2,35,49986,46720,48166,49167,26032,26235,23800,2200,2150,1000,1000,1000
1221,380000,2,3,2,31,3859,9194,15157,11147,12483,13680,9240,15233,11202,12493,13748,18061
1222,130000,1,1,2,29,9619,6247,59904,81838,37422,15365,6247,59904,30000,10000,15365,10778
1223,30000,2,2,1,41,1660,856,428,428,13749,659,428,0,428,13749,659,5548
1224,300000,2,1,2,52,583,111383,111665,14325,11416,10523,111665,3000,14325,0,0,9927
1225,220000,1,2,1,34,144544,137465,134420,132066,131319,130478,6500,4700,5000,5000,5000,10000
1226,220000,2,1,2,32,33710,33702,31682,33407,35128,37826,8959,1300,2000,2000,3000,20000
1227,500000,1,1,2,35,5925,11175,21176,5086,9552,14389,11194,21193,5094,9563,14403,5233
1228,160000,2,2,1,42,165686,169969,170142,119529,122059,111378,8450,5289,4022,4195,3986,3958
1229,30000,2,2,1,30,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
1230,180000,2,1,1,43,36484,24049,89271,1946,11859,506,24049,91272,162,11859,506,1304
1231,30000,1,1,2,36,24796,26088,27032,26723,23143,17106,2000,1804,2014,1521,1204,1500
1232,90000,2,1,2,25,9359,-5,1881,7638,4464,26224,0,1886,7650,1005,23773,1000
1233,100000,1,3,1,56,51021,53878,54046,52193,55151,55873,4388,2000,0,4212,2126,0
1234,160000,2,2,1,30,5331,6020,1194,694,1800,186,1153,1202,694,1800,186,3573
1235,260000,2,2,1,28,238896,244419,250051,247271,250327,253355,11000,11065,9500,9000,9100,9500
1236,200000,2,2,2,38,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
1237,240000,2,2,1,49,0,2353,2135,3305,0,5370,2421,0,3305,0,5370,4605
1238,160000,2,2,1,45,19477,10477,7396,5224,16989,1640,10528,7433,5245,17053,1647,30028
1239,30000,1,3,2,23,30391,29144,30419,30097,25887,25707,0,2033,1420,0,92,0
1240,180000,2,1,2,26,873,7233,2701,1900,45517,9451,7233,2701,1900,45517,9451,5795
1241,40000,2,1,2,24,35225,35939,36606,38687,37296,38181,1933,1600,3000,0,1500,1500
1242,200000,1,3,2,26,8355,8355,8355,8355,8355,8355,8355,8355,8355,8355,8355,8285
1243,150000,2,2,2,26,37636,27448,29890,390,257,10700,27603,29890,21890,257,10833,212
1244,110000,2,2,1,28,106932,103381,75794,76947,79105,72344,27,4000,3000,3000,10000,3000
1245,200000,2,1,2,32,118532,121068,119122,121402,115419,116749,6000,4500,4300,6000,4400,4500
1246,420000,2,1,2,31,127901,95981,65979,36614,208821,209508,3900,5000,5000,208821,9508,32258
1247,50000,2,2,1,41,47406,48332,44295,43638,18788,15468,2200,2100,2228,1000,500,1150
1248,260000,2,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0
1249,130000,2,3,2,24,90141,91948,94067,96604,97706,121027,4200,4500,5000,3600,25000,5000
1250,20000,1,1,2,28,3202,4978,7720,9907,9627,11500,2000,3000,2500,0,2000,5
1251,110000,2,1,2,26,38920,28276,25171,26200,26567,26990,1700,1800,1750,1100,1000,1000
1252,20000,1,2,1,36,9735,12564,12077,12779,13033,13308,3000,0,1212,466,485,900
1253,50000,1,2,1,51,113247,108550,118310,9904,9905,9974,3000,10510,4000,500,1000,2000
1254,180000,2,2,2,36,14222,14701,17322,13137,0,2293,1300,2902,3047,0,2293,2000
1255,230000,2,1,1,38,2130,62469,62583,59047,52574,43723,62469,5000,2000,5000,5000,3000
1256,210000,2,3,1,40,2309,4791,4909,6588,9074,8651,4791,1909,2588,3074,3651,6349
1257,140000,2,2,1,34,15550,17780,18226,19915,20891,21542,2500,1500,2000,1300,1000,1500
1258,90000,2,2,3,36,91458,91049,70101,28942,27508,28250,3137,5094,1106,1001,1201,1074
1259,200000,2,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0
1260,400000,2,3,2,35,8125,7017,10525,13295,11024,6666,7018,10542,13378,11045,6666,6862
1261,270000,2,1,2,26,134235,62483,62134,61797,57312,57582,6000,2500,3000,7475,3000,2500
1262,200000,2,1,2,37,454,2015,3603,16158,0,836,2500,3700,16200,0,836,1589
1263,70000,1,1,2,26,35666,18116,18397,17262,24921,0,5000,17831,17262,15001,0,11672
1264,100000,2,2,2,25,87987,86380,88597,84861,69750,47394,4000,3900,3000,2000,2000,2000
1265,230000,2,2,1,35,7035,2954,13375,-10,8808,6632,2969,13441,0,8818,4,28
1266,240000,1,2,2,35,179662,180787,181379,170318,128076,64634,7003,8000,8000,2500,2400,2600
1267,100000,1,3,1,47,3933,2162,856,-1267,-363,-2389,1000,1000,0,5100,0,0
1268,420000,2,2,2,26,62364,30165,106030,33694,49354,44744,30336,107382,33850,49587,47222,57258
1269,100000,2,2,1,32,29222,29378,25409,23072,22745,22492,1432,1452,1226,675,748,569
1270,50000,2,2,1,36,46714,47404,48786,49768,27838,84810,1766,2148,2130,1200,1012,2034
1271,20000,1,2,2,24,15886,16337,16470,10195,11195,11995,2500,800,1500,1000,800,6720
1272,100000,2,2,1,42,0,0,0,1054,1230,1054,0,0,1054,1230,1054,1054
1273,50000,2,2,1,29,21523,1481,19766,19661,16740,13272,19505,20509,1513,1515,1539,20217
1274,50000,2,2,1,36,2590,4836,4613,5378,5848,5606,2458,0,1000,557,0,2000
1275,280000,2,2,2,27,297192,284462,283374,238039,234017,145132,0,11143,7300,6024,6000,3500
1276,150000,2,2,1,37,108784,110405,106317,30906,31457,32134,4800,0,1240,1200,1200,1300
1277,210000,1,1,2,32,161444,160177,151914,148432,150935,154284,6000,8000,6200,6000,5700,5700
1278,100000,2,3,1,40,48923,48404,46266,45405,44723,42934,2084,1973,1708,1728,1621,1359
1279,10000,1,2,1,50,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
1280,190000,2,3,1,42,113516,116157,115639,115849,118313,119973,6000,5581,4237,4423,5000,8888
1281,50000,2,2,2,29,5804,6855,6599,6577,7120,6857,1300,0,236,650,0,810
1282,110000,1,2,2,25,23459,27157,26549,34222,44062,45036,4000,0,9000,10700,1700,0
1283,260000,2,1,2,35,20556,25256,50175,46516,42815,39004,9581,30000,1590,1472,1317,1314
1284,170000,2,1,2,27,154189,149826,113019,60868,19458,90,5926,2672,10,0,90,4563
1285,200000,1,1,1,37,11572,52799,19583,20632,3142,21253,55291,25120,25118,36,27107,43215
1286,430000,2,2,1,28,25968,22938,18753,14734,17572,18784,1313,5002,1000,5000,5000,2000
1287,90000,1,2,2,38,89094,83036,86181,86311,66572,68119,3000,4500,3500,2500,3500,3000
1288,100000,1,3,1,35,96521,98728,74239,75704,55704,56810,3938,2515,2516,4022,2032,2112
1289,30000,2,3,1,31,18870,3222,390,390,390,390,1906,0,390,390,390,390
1290,500000,2,3,1,53,1453,961,159,720,3157,2336,961,159,720,3160,2336,1033
1291,10000,1,2,2,22,6579,7599,8608,8780,9114,9234,1134,1143,315,476,420,1000
1292,280000,2,3,1,53,4405,7322,7043,8932,9654,10774,3000,0,2000,1000,2000,2000
1293,50000,2,2,2,48,10024,9723,9427,9075,10037,12503,0,0,0,1000,0,264
1294,50000,1,2,2,37,48206,48659,47248,48241,49196,50296,2120,1750,1700,1800,2023,2113
1295,120000,2,2,2,30,104801,100502,86478,81902,78616,80307,4000,2960,3833,2855,3000,3000
1296,30000,2,2,2,23,21034,27321,26589,27050,29446,28825,7000,0,1200,3000,0,2000
1297,30000,2,2,1,47,29187,29254,30206,58287,29522,30103,1505,1457,1016,1207,1600,1000
1298,200000,2,1,2,23,488,878,488,488,0,1915,878,488,488,0,1915,100
1299,120000,1,2,2,38,500,0,0,974,974,1624,0,0,974,0,650,0
1300,130000,2,1,2,24,16078,16055,13371,4405,1292,390,4176,0,1000,1292,390,2165
1301,70000,2,2,1,34,50488,47018,46871,41821,41344,41376,2200,2015,2000,1500,1700,2000
1302,120000,2,3,1,50,119231,120651,73115,64398,42588,42863,3825,2276,1909,1510,1663,1445
1303,50000,2,1,1,37,8014,7668,7081,5738,6461,4822,1200,1000,91,11283,0,1000
1304,20000,2,3,2,22,14218,13573,14137,13737,12680,12067,1700,1500,0,0,1067,392
1305,180000,1,2,1,36,15315,0,0,0,500,2240,0,0,0,500,2240,1800
1306,50000,2,2,1,24,27087,26372,26992,27693,29237,28607,0,1400,1100,2100,0,1000
1307,150000,2,2,2,37,86037,84679,82490,78890,75240,75639,5000,5000,4000,3500,3000,4000
1308,30000,1,2,1,48,46780,38099,38600,29400,30000,0,1899,1400,1188,600,0,0
1309,20000,2,1,2,24,22515,24146,25374,19075,18907,18507,2000,2024,2000,1005,1188,2002
1310,310000,1,2,2,29,400,400,400,400,20334,19050,0,0,0,20334,0,21573
1311,170000,1,1,2,30,117010,119463,123476,124934,127918,130782,4337,6000,5000,5000,5000,4898
1312,370000,2,1,2,38,929,328,0,1539,1815,0,328,0,1539,1815,0,0
1313,80000,2,3,2,22,23023,23480,0,780,23818,23917,2100,0,780,23818,1011,1000
1314,180000,1,2,1,28,148735,150771,156334,165696,165582,168952,6000,8000,13500,4110,6200,13600
1315,50000,1,2,1,53,17946,18946,21904,21243,20225,19850,1306,3264,0,846,856,804
1316,210000,2,1,1,32,8600,0,4231,4221,4221,4483,0,4231,4221,4221,4483,4300
1317,80000,2,2,2,26,77037,71799,75743,67626,69081,70772,3300,5800,0,2700,3000,2700
1318,350000,1,1,2,32,15179,4981,19194,4389,1717,4066,4983,15084,2028,1725,4086,2476
1319,360000,2,1,1,48,202783,202036,202918,202197,199002,197781,10000,10000,10000,7500,8000,8000
1320,50000,1,2,2,33,29616,34040,30385,18399,19037,17945,5000,2000,0,2000,726,510
1321,80000,1,2,1,29,12237,11756,11281,12785,12283,13184,0,0,2000,0,1100,0
1322,230000,2,1,1,32,2774,0,0,0,0,5347,0,0,0,0,5347,0
1323,210000,2,1,1,34,326,983,1297,326,326,326,983,1297,326,326,326,326
1324,30000,1,1,2,26,24599,23397,22721,22403,21972,22512,1700,0,1700,900,1000,900
1325,130000,2,2,2,45,131221,128161,128884,124514,67739,69614,10006,5069,3634,2476,3019,2394
1326,50000,1,3,2,30,43702,44979,46755,47412,47703,49495,2000,2501,2000,2000,2500,2000
1327,280000,2,1,2,32,202506,197855,239059,282518,248238,210267,10547,80004,68410,7767,6308,5437
1328,390000,2,2,1,24,16406,16966,15428,13465,40736,39532,1500,1500,1000,30000,2000,3000
1329,70000,2,2,2,23,0,3999,44446,21436,19987,19939,3999,44446,41,19995,6000,10305
1330,430000,2,1,2,34,35792,36894,44848,39219,32008,19397,2000,10002,2000,5000,2000,7027
1331,70000,2,2,1,36,59331,57786,58608,28105,30656,32674,3500,3000,3000,3000,3000,3000
1332,50000,2,2,2,23,21249,20771,17626,10078,9654,9648,1649,1300,500,500,300,500
1333,50000,1,3,1,46,35556,34685,36121,38135,37416,38503,0,2000,2800,0,1500,2500
1334,500000,2,1,1,44,322849,331476,339278,85500,87192,92581,14000,15000,4000,4000,6784,0
1335,300000,2,1,2,39,729,0,236,766,227,0,0,236,800,227,0,0
1336,290000,2,2,1,35,0,1839,1750,19117,12693,28468,1839,1750,19117,400,2000,3496
1337,120000,2,2,2,24,112336,113351,115515,113948,122127,121962,4200,4100,4100,10000,4560,0
1338,280000,1,4,1,42,11847,10232,13454,5549,1260,26271,10252,13488,5572,1263,26398,5823
1339,80000,1,2,2,27,3751,832,2696,1457,990,3356,2,2704,1461,993,3366,5012
1340,230000,2,3,1,30,190919,191785,164602,136569,139522,132239,7214,6264,10000,5028,5000,5000
1341,230000,2,2,1,40,273,273,2418,1428,4398,5748,273,3588,1428,4398,5748,3768
1342,300000,2,2,1,45,41051,70951,18911,15982,2665,57096,71277,19003,16050,2659,54394,52000
1343,30000,1,2,1,59,20044,21246,22115,22158,22610,0,1531,1400,443,452,0,0
1344,100000,2,2,2,25,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559
1345,200000,2,1,1,46,10687,18021,3275,5430,6683,7790,18031,3275,5430,6871,7790,8901
1346,100000,2,2,2,24,3587,660,6010,2789,2973,3611,660,6010,2789,2973,3611,11880
1347,20000,2,2,2,23,18355,20259,19534,16467,15746,13246,2900,10,577,430,1017,4
1348,10000,1,1,2,27,5703,6734,8833,9604,9800,10000,1130,2229,1000,196,200,0
1349,30000,1,2,1,53,18112,18456,19004,19030,24541,26305,1329,1267,683,8000,2731,0
1350,20000,1,2,2,29,10321,11348,12359,13730,13371,13491,1200,1208,1579,0,608,2000
1351,240000,1,2,2,35,8602,18703,643,11455,1326,663,18718,646,11478,1329,3,1322
1352,200000,1,2,2,37,0,0,0,0,0,0,0,0,0,0,0,0
1353,220000,1,3,1,48,0,0,0,0,0,0,0,0,0,0,0,0
1354,50000,2,2,1,33,40738,43923,45409,47718,46480,48756,4200,2500,3500,0,2800,1400
1355,710000,1,2,1,38,67061,64374,62858,69207,73333,121892,10045,10008,10019,10202,70001,10030
1356,260000,2,2,1,35,70098,70972,77604,82681,81244,83268,2598,7835,6386,0,3795,4000
1357,200000,2,2,1,32,10701,0,0,0,0,0,0,0,0,0,0,0
1358,10000,1,3,2,43,9545,10443,7329,8343,8508,8686,1117,1125,2139,304,315,345
1359,360000,2,1,2,31,3429,33535,2441,5681,65816,17577,33702,2453,5710,66145,17589,8050
1360,400000,1,2,2,37,396343,394858,395716,385947,305542,271385,423903,15100,14600,13000,9500,9500
1361,20000,2,1,2,23,16918,20627,19985,19702,18395,18763,4000,1,651,0,655,653
1362,80000,2,2,1,30,82891,80997,81380,75374,77158,78710,0,3299,2699,3000,2987,3100
1363,210000,2,1,2,31,10968,12480,16919,11775,13275,24901,2000,6016,1000,1500,13000,500
1364,50000,2,2,3,45,44797,50215,49420,46434,45349,40755,46012,3000,1590,1285,1544,1761
1365,210000,2,1,2,26,129882,131991,134515,134141,137667,126127,6000,6000,3000,5000,5000,3000
1366,500000,1,1,2,28,216657,174694,165203,136067,16120,93532,8508,4699,623,1590,93469,2554
1367,150000,2,1,2,35,55337,53851,53710,48797,49928,51106,0,2503,2000,1804,2000,2000
1368,170000,2,2,2,27,64195,66163,67856,38803,40259,41541,3000,3000,2308,3000,3000,1800
1369,90000,1,2,1,36,62737,61413,59823,29526,25903,26563,0,0,1300,1000,1000,1500
1370,470000,1,2,1,41,13780,12242,32463,20621,13711,8294,12300,32520,34,68,8334,45684
1371,290000,1,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1372,140000,2,1,2,37,1034,40000,0,0,0,510,40000,0,0,0,510,0
1373,150000,1,1,2,52,227634,356216,247706,239805,242653,39496,18000,12370,6552,6936,395,0
1374,120000,2,2,1,29,1686,657,2179,1423,0,1820,657,2319,1423,0,1820,2496
1375,190000,2,2,2,28,188370,188550,187521,190448,195492,190598,8700,8500,9270,14100,0,7200
1376,120000,1,2,3,42,3135,4422,5540,6442,7182,8057,1500,1200,1000,1000,1000,1000
1377,80000,1,2,1,34,81882,81814,78353,78814,49062,48764,3650,0,3328,1888,1787,1960
1378,20000,1,3,2,59,16357,19074,18482,20329,19616,19303,3000,0,2300,0,0,0
1379,260000,1,1,2,31,102350,96133,90183,89846,101034,84152,4033,4000,4005,14066,3017,2736
