id,default
2142,0.276
2143,0.272
2144,0.218
2145,0.388
2146,0.474
2147,0.13
2148,0.178
2149,0.688
2150,0.326
2151,0.316
2152,0.546
2153,0.242
2154,0.214
2155,0.2
2156,0.204
2157,0.47
2158,0.188
2159,0.396
2160,0.33
2161,0.394
2162,0.142
2163,0.258
2164,0.632
2165,0.212
2166,0.172
2167,0.276
2168,0.318
2169,0.608
2170,0.282
2171,0.178
2172,0.526
2173,0.142
2174,0.342
2175,0.182
2176,0.274
2177,0.226
2178,0.248
2179,0.434
2180,0.598
2181,0.62
2182,0.33
2183,0.358
2184,0.422
2185,0.294
2186,0.19
2187,0.232
2188,0.532
2189,0.198
2190,0.578
2191,0.454
2192,0.402
2193,0.136
2194,0.186
2195,0.448
2196,0.368
2197,0.166
2198,0.348
2199,0.374
2200,0.08
2201,0.596
2202,0.26
2203,0.516
2204,0.364
2205,0.536
2206,0.782
2207,0.252
2208,0.56
2209,0.324
2210,0.708
2211,0.3
2212,0.08
2213,0.356
2214,0.418
2215,0.56
2216,0.248
2217,0.654
2218,0.342
2219,0.618
2220,0.16
2221,0.128
2222,0.392
2223,0.258
2224,0.26
2225,0.334
2226,0.274
2227,0.164
2228,0.702
2229,0.104
2230,0.34
2231,0.43
2232,0.47
2233,0.136
2234,0.124
2235,0.548
2236,0.058
2237,0.054
2238,0.456
2239,0.46
2240,0.162
2241,0.122
2242,0.514
2243,0.568
2244,0.104
2245,0.184
2246,0.112
2247,0.322
2248,0.132
2249,0.254
2250,0.242
2251,0.308
2252,0.05
2253,0.104
2254,0.328
2255,0.396
2256,0.094
2257,0.142
2258,0.606
2259,0.348
2260,0.282
2261,0.448
2262,0.226
2263,0.224
2264,0.202
2265,0.354
2266,0.212
2267,0.536
2268,0.06
2269,0.18
2270,0.192
2271,0.492
2272,0.246
2273,0.344
2274,0.234
2275,0.422
2276,0.482
2277,0.618
2278,0.328
2279,0.36
2280,0.074
2281,0.336
2282,0.24
2283,0.436
2284,0.624
2285,0.192
2286,0.378
2287,0.462
2288,0.516
2289,0.572
2290,0.23
2291,0.054
2292,0.458
2293,0.61
2294,0.18
2295,0.402
2296,0.276
2297,0.074
2298,0.132
2299,0.358
2300,0.214
2301,0.292
2302,0.228
2303,0.464
2304,0.178
2305,0.208
2306,0.346
2307,0.28
2308,0.214
2309,0.296
2310,0.322
2311,0.094
2312,0.392
2313,0.594
2314,0.556
2315,0.366
2316,0.112
2317,0.198
2318,0.15
2319,0.466
2320,0.112
2321,0.238
2322,0.604
2323,0.558
2324,0.5
2325,0.314
2326,0.61
2327,0.462
2328,0.048
2329,0.678
2330,0.238
2331,0.422
2332,0.462
2333,0.326
2334,0.648
2335,0.536
2336,0.5
2337,0.266
2338,0.156
2339,0.378
2340,0.528
2341,0.334
2342,0.238
2343,0.258
2344,0.288
2345,0.12
2346,0.166
2347,0.37
2348,0.194
2349,0.294
2350,0.278
2351,0.616
2352,0.146
2353,0.174
2354,0.21
2355,0.288
2356,0.634
2357,0.572
2358,0.286
2359,0.304
2360,0.242
2361,0.27
2362,0.246
2363,0.452
2364,0.326
2365,0.404
2366,0.304
2367,0.106
2368,0.168
2369,0.162
2370,0.234
2371,0.34
2372,0.434
2373,0.124
2374,0.548
2375,0.356
2376,0.144
2377,0.418
2378,0.318
2379,0.156
2380,0.224
2381,0.164
2382,0.052
2383,0.216
2384,0.596
2385,0.518
2386,0.222
2387,0.138
2388,0.296
2389,0.386
2390,0.216
2391,0.418
2392,0.514
2393,0.258
2394,0.402
2395,0.556
2396,0.344
2397,0.19
2398,0.136
2399,0.102
2400,0.232
2401,0.232
2402,0.05
2403,0.434
2404,0.232
2405,0.1
2406,0.056
2407,0.426
2408,0.546
2409,0.062
2410,0.5
2411,0.438
2412,0.272
2413,0.2
2414,0.416
2415,0.096
2416,0.22
2417,0.126
2418,0.41
2419,0.27
2420,0.43
2421,0.33
2422,0.472
2423,0.392
2424,0.466
2425,0.442
2426,0.552
2427,0.454
2428,0.538
2429,0.362
2430,0.206
2431,0.24
2432,0.332
2433,0.38
2434,0.172
2435,0.534
2436,0.264
2437,0.32
2438,0.14
2439,0.208
2440,0.136
2441,0.32
2442,0.4
2443,0.35
2444,0.256
2445,0.076
2446,0.252
2447,0.504
2448,0.368
2449,0.628
2450,0.412
2451,0.518
2452,0.444
2453,0.3
2454,0.4
2455,0.338
2456,0.65
2457,0.23
2458,0.358
2459,0.368
2460,0.166
2461,0.028
2462,0.382
2463,0.544
2464,0.27
2465,0.248
2466,0.168
2467,0.32
2468,0.29
2469,0.22
2470,0.314
2471,0.206
2472,0.504
2473,0.384
2474,0.044
2475,0.3
2476,0.326
2477,0.278
2478,0.182
2479,0.272
2480,0.33
2481,0.116
2482,0.296
2483,0.324
2484,0.336
2485,0.326
2486,0.114
2487,0.092
2488,0.188
2489,0.366
2490,0.458
2491,0.48
2492,0.532
2493,0.248
2494,0.504
2495,0.08
2496,0.18
2497,0.42
2498,0.146
2499,0.088
2500,0.524
2501,0.114
2502,0.162
2503,0.512
2504,0.604
2505,0.196
2506,0.496
2507,0.332
2508,0.644
2509,0.594
2510,0.14
2511,0.132
2512,0.306
2513,0.196
2514,0.318
2515,0.346
2516,0.234
2517,0.132
2518,0.372
2519,0.172
2520,0.27
2521,0.104
2522,0.174
2523,0.496
2524,0.52
2525,0.438
2526,0.322
2527,0.31
2528,0.35
2529,0.344
2530,0.49
2531,0.192
2532,0.416
2533,0.504
2534,0.19
2535,0.486
2536,0.032
2537,0.162
2538,0.442
2539,0.43
2540,0.282
2541,0.364
2542,0.396
2543,0.2
2544,0.368
2545,0.202
2546,0.046
2547,0.442
2548,0.15
2549,0.222
2550,0.452
2551,0.17
2552,0.214
2553,0.588
2554,0.054
2555,0.484
2556,0.402
2557,0.502
2558,0.256
2559,0.25
2560,0.104
2561,0.666
2562,0.508
2563,0.318
2564,0.312
2565,0.318
2566,0.294
2567,0.262
2568,0.348
2569,0.748
2570,0.432
2571,0.138
2572,0.36
2573,0.21
2574,0.238
2575,0.672
2576,0.264
2577,0.466
2578,0.16
2579,0.55
2580,0.296
2581,0.498
2582,0.278
2583,0.184
2584,0.344
2585,0.194
2586,0.31
2587,0.234
2588,0.114
2589,0.298
2590,0.17
2591,0.68
2592,0.456
2593,0.302
2594,0.18
2595,0.486
2596,0.164
2597,0.43
2598,0.308
2599,0.298
2600,0.548
2601,0.54
2602,0.148
2603,0.286
2604,0.164
2605,0.508
2606,0.064
2607,0.616
2608,0.16
2609,0.06
2610,0.224
2611,0.416
2612,0.274
2613,0.234
2614,0.042
2615,0.55
2616,0.346
2617,0.12
2618,0.28
2619,0.178
2620,0.47
2621,0.566
2622,0.45
2623,0.464
2624,0.242
2625,0.314
2626,0.52
2627,0.16
2628,0.25
2629,0.232
2630,0.472
2631,0.188
2632,0.286
2633,0.484
2634,0.378
2635,0.236
2636,0.534
2637,0.714
2638,0.284
2639,0.372
2640,0.384
2641,0.29
2642,0.048
2643,0.332
2644,0.382
2645,0.198
2646,0.426
2647,0.262
2648,0.06
2649,0.212
2650,0.316
2651,0.428
2652,0.186
2653,0.3
2654,0.366
2655,0.306
2656,0.204
2657,0.306
2658,0.394
2659,0.37
2660,0.474
2661,0.228
2662,0.204
2663,0.276
2664,0.46
2665,0.42
2666,0.446
2667,0.31
2668,0.1
2669,0.302
2670,0.164
2671,0.298
2672,0.42
2673,0.15
2674,0.63
2675,0.244
2676,0.72
2677,0.276
2678,0.312
2679,0.214
2680,0.548
2681,0.432
2682,0.262
2683,0.376
2684,0.152
2685,0.262
2686,0.566
2687,0.284
2688,0.296
2689,0.178
2690,0.24
2691,0.106
2692,0.232
2693,0.57
2694,0.212
2695,0.486
2696,0.496
2697,0.328
2698,0.33
2699,0.436
2700,0.068
2701,0.346
2702,0.412
2703,0.354
2704,0.148
2705,0.318
2706,0.192
2707,0.182
2708,0.4
2709,0.308
2710,0.608
2711,0.338
2712,0.648
2713,0.344
2714,0.498
2715,0.306
2716,0.192
2717,0.588
2718,0.528
2719,0.388
2720,0.082
2721,0.55
2722,0.168
2723,0.12
2724,0.29
2725,0.232
2726,0.122
2727,0.154
2728,0.034
2729,0.282
2730,0.174
2731,0.384
2732,0.378
2733,0.136
2734,0.214
2735,0.292
2736,0.126
2737,0.39
2738,0.264
2739,0.168
2740,0.184
2741,0.246
2742,0.144
2743,0.174
2744,0.4
2745,0.19
2746,0.35
2747,0.224
2748,0.694
2749,0.294
2750,0.212
2751,0.504
2752,0.584
2753,0.184
2754,0.112
2755,0.352
2756,0.412
2757,0.172
2758,0.468
2759,0.412
2760,0.194
2761,0.208
2762,0.264
2763,0.232
2764,0.158
2765,0.268
2766,0.452
2767,0.172
2768,0.678
2769,0.252
2770,0.142
2771,0.128
2772,0.386
2773,0.172
2774,0.106
2775,0.484
2776,0.33
2777,0.244
2778,0.156
2779,0.62
2780,0.41
2781,0.29
2782,0.144
2783,0.148
2784,0.208
2785,0.73
2786,0.432
2787,0.132
2788,0.254
2789,0.21
2790,0.224
2791,0.526
2792,0.082
2793,0.236
2794,0.394
2795,0.32
2796,0.206
2797,0.618
2798,0.418
2799,0.142
2800,0.284
2801,0.122
2802,0.412
2803,0.256
2804,0.164
2805,0.16
2806,0.198
2807,0.786
2808,0.664
2809,0.48
2810,0.326
2811,0.222
2812,0.292
2813,0.318
2814,0.112
2815,0.306
2816,0.086
2817,0.582
2818,0.276
2819,0.602
2820,0.228
2821,0.552
2822,0.132
2823,0.262
2824,0.712
2825,0.392
2826,0.288
2827,0.232
2828,0.506
2829,0.262
2830,0.29
2831,0.466
2832,0.08
2833,0.638
2834,0.258
2835,0.356
2836,0.462
2837,0.478
2838,0.328
2839,0.424
2840,0.384
2841,0.468
2842,0.524
2843,0.224
2844,0.518
2845,0.172
2846,0.256
2847,0.388
2848,0.154
2849,0.376
2850,0.712
2851,0.312
2852,0.166
2853,0.248
2854,0.238
2855,0.164
2856,0.316
2857,0.45
2858,0.53
2859,0.59
2860,0.636
2861,0.19
2862,0.486
2863,0.514
2864,0.416
2865,0.358
2866,0.374
2867,0.424
2868,0.154
2869,0.196
2870,0.312
2871,0.432
2872,0.458
2873,0.376
2874,0.084
2875,0.418
2876,0.494
2877,0.59
2878,0.038
2879,0.636
2880,0.68
2881,0.202
2882,0.108
2883,0.306
2884,0.482
2885,0.446
2886,0.206
2887,0.05
2888,0.294
2889,0.374
2890,0.202
2891,0.248
2892,0.36
2893,0.336
2894,0.384
2895,0.354
2896,0.666
2897,0.784
2898,0.294
2899,0.318
2900,0.324
2901,0.108
2902,0.666
2903,0.29
2904,0.646
2905,0.124
2906,0.542
2907,0.312
2908,0.164
2909,0.058
2910,0.262
2911,0.436
2912,0.092
2913,0.404
2914,0.072
2915,0.5
2916,0.134
2917,0.392
2918,0.272
2919,0.31
2920,0.412
2921,0.476
2922,0.21
2923,0.272
2924,0.166
2925,0.234
2926,0.41
2927,0.548
2928,0.324
2929,0.186
2930,0.612
2931,0.394
2932,0.096
2933,0.46
2934,0.374
2935,0.436
2936,0.162
2937,0.112
2938,0.104
2939,0.368
2940,0.586
2941,0.492
2942,0.388
2943,0.532
2944,0.23
2945,0.282
2946,0.366
2947,0.464
2948,0.166
2949,0.082
2950,0.704
2951,0.354
2952,0.068
2953,0.288
2954,0.03
2955,0.192
2956,0.438
2957,0.146
2958,0.552
2959,0.422
2960,0.208
2961,0.318
2962,0.162
2963,0.568
2964,0.646
2965,0.362
2966,0.426
2967,0.16
2968,0.314
2969,0.202
2970,0.476
2971,0.562
2972,0.338
2973,0.27
2974,0.47
2975,0.308
2976,0.416
2977,0.308
2978,0.454
2979,0.426
2980,0.248
2981,0.428
2982,0.446
2983,0.162
2984,0.09
2985,0.336
2986,0.482
2987,0.656
2988,0.386
2989,0.14
2990,0.582
2991,0.232
2992,0.472
2993,0.136
2994,0.51
2995,0.042
2996,0.692
2997,0.314
2998,0.308
2999,0.276
3000,0.268
3001,0.062
3002,0.568
3003,0.142
3004,0.59
3005,0.554
3006,0.134
3007,0.296
3008,0.188
3009,0.348
3010,0.358
3011,0.324
3012,0.288
3013,0.212
3014,0.152
3015,0.406
3016,0.394
3017,0.122
3018,0.076
3019,0.494
3020,0.094
3021,0.816
3022,0.51
3023,0.082
3024,0.198
3025,0.218
3026,0.348
3027,0.098
3028,0.394
3029,0.592
3030,0.316
3031,0.564
3032,0.278
3033,0.05
3034,0.342
3035,0.228
3036,0.18
3037,0.718
3038,0.126
3039,0.3
3040,0.634
3041,0.38
3042,0.192
3043,0.446
3044,0.32
3045,0.272
3046,0.382
3047,0.046
3048,0.672
3049,0.294
3050,0.64
3051,0.25
3052,0.6
3053,0.192
3054,0.48
3055,0.138
3056,0.282
3057,0.152
3058,0.282
3059,0.41
3060,0.486
3061,0.12
3062,0.054
3063,0.424
3064,0.206
3065,0.526
3066,0.662
3067,0.644
3068,0.022
3069,0.18
3070,0.164
3071,0.68
3072,0.406
3073,0.606
3074,0.318
3075,0.252
3076,0.676
3077,0.584
3078,0.168
3079,0.118
3080,0.37
3081,0.224
3082,0.382
3083,0.504
3084,0.452
3085,0.288
3086,0.478
3087,0.314
3088,0.452
3089,0.212
3090,0.426
3091,0.094
3092,0.202
3093,0.342
3094,0.262
3095,0.672
3096,0.126
3097,0.664
3098,0.056
3099,0.152
3100,0.254
3101,0.51
3102,0.498
3103,0.064
3104,0.44
3105,0.152
3106,0.278
3107,0.28
3108,0.316
3109,0.148
3110,0.362
3111,0.276
3112,0.436
3113,0.146
3114,0.652
3115,0.63
3116,0.29
3117,0.436
3118,0.174
3119,0.338
3120,0.386
3121,0.084
3122,0.06
3123,0.146
3124,0.234
3125,0.6
3126,0.51
3127,0.69
3128,0.344
3129,0.214
3130,0.396
3131,0.35
3132,0.194
3133,0.24
3134,0.27
3135,0.296
3136,0.388
3137,0.516
3138,0.32
3139,0.192
3140,0.314
3141,0.366
3142,0.418
3143,0.346
3144,0.274
3145,0.334
3146,0.222
3147,0.404
3148,0.28
3149,0.134
3150,0.098
3151,0.338
3152,0.23
3153,0.206
3154,0.378
3155,0.128
3156,0.132
3157,0.756
3158,0.342
3159,0.578
3160,0.398
3161,0.216
3162,0.566
3163,0.24
3164,0.548
3165,0.052
3166,0.638
3167,0.046
3168,0.13
3169,0.564
3170,0.268
3171,0.142
3172,0.086
3173,0.212
3174,0.128
3175,0.52
3176,0.166
3177,0.368
3178,0.546
3179,0.53
3180,0.56
3181,0.332
3182,0.126
3183,0.118
3184,0.406
3185,0.066
3186,0.442
3187,0.266
3188,0.224
3189,0.286
3190,0.386
3191,0.276
3192,0.22
3193,0.066
3194,0.39
3195,0.372
3196,0.32
3197,0.252
3198,0.374
3199,0.574
3200,0.41
3201,0.39
3202,0.762
3203,0.23
3204,0.32
3205,0.296
3206,0.218
3207,0.566
3208,0.038
3209,0.422
3210,0.18
3211,0.448
3212,0.274
3213,0.12
3214,0.296
3215,0.172
3216,0.256
3217,0.296
3218,0.16
3219,0.25
3220,0.694
3221,0.102
3222,0.194
3223,0.632
3224,0.366
3225,0.22
3226,0.354
3227,0.226
3228,0.242
3229,0.382
3230,0.29
3231,0.244
3232,0.206
3233,0.198
3234,0.506
3235,0.48
3236,0.402
3237,0.216
3238,0.506
3239,0.066
3240,0.494
3241,0.372
3242,0.302
3243,0.436
3244,0.026
3245,0.276
3246,0.284
3247,0.062
3248,0.25
3249,0.476
3250,0.512
3251,0.748
3252,0.274
3253,0.23
3254,0.434
3255,0.288
3256,0.21
3257,0.436
3258,0.25
3259,0.276
3260,0.638
3261,0.194
3262,0.514
3263,0.44
3264,0.6
3265,0.602
3266,0.208
3267,0.172
3268,0.374
3269,0.2
3270,0.134
3271,0.512
3272,0.306
3273,0.252
3274,0.258
3275,0.492
3276,0.348
3277,0.198
3278,0.378
3279,0.372
3280,0.608
3281,0.19
3282,0.536
3283,0.29
3284,0.414
3285,0.23
3286,0.338
3287,0.668
3288,0.272
3289,0.448
3290,0.128
3291,0.244
3292,0.048
3293,0.246
3294,0.614
3295,0.322
3296,0.226
3297,0.336
3298,0.414
3299,0.374
3300,0.36
3301,0.102
3302,0.416
3303,0.516
3304,0.278
3305,0.326
3306,0.632
3307,0.178
3308,0.1
3309,0.332
3310,0.146
3311,0.218
3312,0.06
3313,0.182
3314,0.452
3315,0.386
3316,0.21
3317,0.202
3318,0.26
3319,0.292
3320,0.59
3321,0.112
3322,0.106
3323,0.228
3324,0.07
3325,0.27
3326,0.27
3327,0.3
3328,0.438
3329,0.444
3330,0.118
3331,0.198
3332,0.294
3333,0.468
3334,0.28
3335,0.202
3336,0.43
3337,0.114
3338,0.048
3339,0.194
3340,0.496
3341,0.382
3342,0.468
3343,0.278
3344,0.222
3345,0.062
3346,0.396
3347,0.21
3348,0.274
3349,0.472
3350,0.402
3351,0.422
3352,0.196
3353,0.296
3354,0.408
3355,0.436
3356,0.162
3357,0.11
3358,0.166
3359,0.388
3360,0.512
3361,0.556
3362,0.604
3363,0.39
3364,0.292
3365,0.416
3366,0.426
3367,0.228
3368,0.464
3369,0.384
3370,0.482
3371,0.486
3372,0.194
3373,0.154
3374,0.234
3375,0.312
3376,0.106
3377,0.388
3378,0.266
3379,0.316
3380,0.164
3381,0.558
3382,0.504
3383,0.046
3384,0.192
3385,0.546
3386,0.512
3387,0.29
3388,0.232
3389,0.444
3390,0.088
3391,0.244
3392,0.67
3393,0.13
3394,0.216
3395,0.43
3396,0.412
3397,0.036
3398,0.384
3399,0.362
3400,0.404
3401,0.214
3402,0.248
3403,0.624
3404,0.332
3405,0.102
3406,0.294
3407,0.29
3408,0.392
3409,0.208
3410,0.382
3411,0.57
3412,0.454
3413,0.284
3414,0.668
3415,0.136
3416,0.13
3417,0.122
3418,0.328
3419,0.618
3420,0.214
3421,0.432
3422,0.374
3423,0.406
3424,0.512
3425,0.462
3426,0.2
3427,0.448
3428,0.338
3429,0.266
3430,0.722
3431,0.308
3432,0.104
3433,0.432
3434,0.436
3435,0.404
3436,0.294
3437,0.454
3438,0.262
3439,0.488
3440,0.554
3441,0.11
3442,0.374
3443,0.438
3444,0.328
3445,0.338
3446,0.334
3447,0.332
3448,0.584
3449,0.072
3450,0.15
3451,0.142
3452,0.21
3453,0.272
3454,0.292
3455,0.476
3456,0.274
3457,0.366
3458,0.286
3459,0.072
3460,0.056
3461,0.38
3462,0.23
3463,0.16
3464,0.222
3465,0.188
3466,0.26
3467,0.462
3468,0.616
3469,0.33
3470,0.2
3471,0.446
3472,0.382
3473,0.344
3474,0.738
3475,0.636
3476,0.64
3477,0.168
3478,0.586
3479,0.322
3480,0.164
3481,0.656
3482,0.386
3483,0.406
3484,0.242
3485,0.268
3486,0.184
3487,0.198
3488,0.256
3489,0.256
3490,0.484
3491,0.46
3492,0.338
3493,0.302
3494,0.274
3495,0.318
3496,0.27
3497,0.614
3498,0.228
3499,0.47
3500,0.328
3501,0.37
3502,0.12
3503,0.19
3504,0.15
3505,0.226
3506,0.284
3507,0.174
3508,0.154
3509,0.19
3510,0.39
3511,0.306
3512,0.162
3513,0.52
3514,0.27
3515,0.04
3516,0.322
3517,0.544
3518,0.542
3519,0.242
3520,0.534
3521,0.492
3522,0.25
3523,0.384
3524,0.36
3525,0.26
3526,0.492
3527,0.304
3528,0.46
3529,0.694
3530,0.454
3531,0.232
3532,0.556
3533,0.096
3534,0.5
3535,0.56
3536,0.342
3537,0.3
3538,0.33
3539,0.2
3540,0.506
3541,0.35
3542,0.618
3543,0.288
3544,0.292
3545,0.378
3546,0.478
3547,0.198
3548,0.21
3549,0.426
3550,0.712
3551,0.486
3552,0.222
3553,0.306
3554,0.122
3555,0.754
3556,0.044
3557,0.274
3558,0.518
3559,0.168
3560,0.426
3561,0.086
3562,0.34
3563,0.64
3564,0.328
3565,0.634
3566,0.358
3567,0.624
3568,0.128
3569,0.486
3570,0.264
3571,0.426
3572,0.22
3573,0.238
3574,0.526
3575,0.338
3576,0.182
3577,0.526
3578,0.414
3579,0.298
3580,0.268
3581,0.282
3582,0.056
3583,0.144
3584,0.574
3585,0.6
3586,0.216
3587,0.302
3588,0.616
3589,0.218
3590,0.208
3591,0.462
3592,0.26
3593,0.356
3594,0.728
3595,0.496
3596,0.444
3597,0.428
3598,0.454
3599,0.35
3600,0.342
3601,0.114
3602,0.392
3603,0.33
3604,0.12
3605,0.318
3606,0.29
3607,0.376
3608,0.626
3609,0.234
3610,0.2
3611,0.304
3612,0.23
3613,0.158
3614,0.274
3615,0.158
3616,0.364
3617,0.312
3618,0.1
3619,0.314
3620,0.43
3621,0.396
3622,0.236
3623,0.17
3624,0.61
3625,0.082
3626,0.296
3627,0.37
3628,0.234
3629,0.198
3630,0.196
3631,0.122
3632,0.428
3633,0.384
3634,0.448
3635,0.198
3636,0.136
3637,0.042
3638,0.358
3639,0.406
3640,0.328
3641,0.416
3642,0.258
3643,0.222
3644,0.286
3645,0.6
3646,0.266
3647,0.696
3648,0.49
3649,0.154
3650,0.234
3651,0.416
3652,0.3
3653,0.104
3654,0.27
3655,0.378
3656,0.438
3657,0.228
3658,0.31
3659,0.54
3660,0.516
3661,0.366
3662,0.144
3663,0.244
3664,0.15
3665,0.358
3666,0.402
3667,0.668
3668,0.58
3669,0.338
3670,0.364
3671,0.458
3672,0.448
3673,0.338
3674,0.336
3675,0.314
3676,0.344
3677,0.138
3678,0.132
3679,0.176
3680,0.322
3681,0.248
3682,0.612
3683,0.328
3684,0.33
3685,0.596
3686,0.284
3687,0.292
3688,0.264
3689,0.288
3690,0.322
3691,0.116
3692,0.336
3693,0.052
3694,0.3
3695,0.34
3696,0.546
3697,0.14
3698,0.186
3699,0.438
3700,0.112
3701,0.274
3702,0.504
3703,0.282
3704,0.32
3705,0.32
3706,0.286
3707,0.228
3708,0.1
3709,0.326
3710,0.43
3711,0.504
3712,0.242
3713,0.246
3714,0.524
3715,0.372
3716,0.108
3717,0.11
3718,0.098
3719,0.338
3720,0.092
3721,0.074
3722,0.17
3723,0.506
3724,0.576
3725,0.202
3726,0.626
3727,0.14
3728,0.27
3729,0.168
3730,0.2
3731,0.246
3732,0.584
3733,0.682
3734,0.262
3735,0.372
3736,0.212
3737,0.178
3738,0.458
3739,0.126
3740,0.374
3741,0.406
3742,0.622
3743,0.378
3744,0.542
3745,0.374
3746,0.15
3747,0.262
3748,0.368
3749,0.324
3750,0.13
3751,0.568
3752,0.496
3753,0.348
3754,0.258
3755,0.254
3756,0.404
3757,0.392
3758,0.52
3759,0.262
3760,0.57
3761,0.212
3762,0.226
3763,0.52
3764,0.492
3765,0.302
3766,0.184
3767,0.428
3768,0.386
3769,0.43
3770,0.586
3771,0.534
3772,0.308
3773,0.434
3774,0.554
3775,0.152
3776,0.188
3777,0.57
3778,0.808
3779,0.688
3780,0.612
3781,0.28
3782,0.258
3783,0.038
3784,0.388
3785,0.342
3786,0.682
3787,0.496
3788,0.202
3789,0.506
3790,0.608
3791,0.324
3792,0.4
3793,0.102
3794,0.58
3795,0.478
3796,0.322
3797,0.312
3798,0.186
3799,0.332
3800,0.662
3801,0.358
3802,0.052
3803,0.418
3804,0.25
3805,0.52
3806,0.612
3807,0.326
3808,0.282
3809,0.408
3810,0.13
3811,0.602
3812,0.132
3813,0.69
3814,0.354
3815,0.298
3816,0.402
3817,0.126
3818,0.116
3819,0.458
3820,0.18
3821,0.572
3822,0.364
3823,0.452
3824,0.284
3825,0.464
3826,0.378
3827,0.252
3828,0.38
3829,0.552
3830,0.186
3831,0.484
3832,0.358
3833,0.176
3834,0.386
3835,0.088
3836,0.48
3837,0.318
3838,0.226
3839,0.152
3840,0.22
3841,0.232
3842,0.08
3843,0.396
3844,0.594
3845,0.086
3846,0.424
3847,0.658
3848,0.15
3849,0.308
3850,0.72
3851,0.348
3852,0.37
3853,0.306
3854,0.404
3855,0.394
3856,0.058
3857,0.348
3858,0.198
3859,0.21
3860,0.39
3861,0.492
3862,0.182
3863,0.234
3864,0.57
3865,0.316
3866,0.284
3867,0.376
3868,0.196
3869,0.318
3870,0.314
3871,0.158
3872,0.076
3873,0.152
3874,0.3
3875,0.296
3876,0.48
3877,0.29
3878,0.558
3879,0.648
3880,0.138
3881,0.172
3882,0.128
3883,0.464
3884,0.388
3885,0.144
3886,0.46
3887,0.144
3888,0.164
3889,0.4
3890,0.336
3891,0.302
3892,0.16
3893,0.336
3894,0.33
3895,0.174
3896,0.164
3897,0.178
3898,0.158
3899,0.184
3900,0.254
3901,0.142
3902,0.644
3903,0.322
3904,0.376
3905,0.562
3906,0.218
3907,0.242
3908,0.282
3909,0.238
3910,0.488
3911,0.282
3912,0.1
3913,0.05
3914,0.498
3915,0.25
3916,0.414
3917,0.15
3918,0.44
3919,0.24
3920,0.172
3921,0.11
3922,0.582
3923,0.576
3924,0.386
3925,0.184
3926,0.16
3927,0.198
3928,0.272
3929,0.41
3930,0.13
3931,0.444
3932,0.304
3933,0.198
3934,0.214
3935,0.292
3936,0.326
3937,0.316
3938,0.442
3939,0.066
3940,0.342
3941,0.158
3942,0.14
3943,0.23
3944,0.374
3945,0.336
3946,0.572
3947,0.39
3948,0.406
3949,0.43
3950,0.204
3951,0.312
3952,0.272
3953,0.314
3954,0.094
3955,0.548
3956,0.374
3957,0.526
3958,0.182
3959,0.5
3960,0.19
3961,0.476
3962,0.358
3963,0.316
3964,0.192
3965,0.424
3966,0.07
3967,0.068
3968,0.222
3969,0.434
3970,0.246
3971,0.584
3972,0.172
3973,0.36
3974,0.258
3975,0.406
3976,0.104
3977,0.146
3978,0.35
3979,0.324
3980,0.378
3981,0.39
3982,0.174
3983,0.18
3984,0.13
3985,0.262
3986,0.452
3987,0.386
3988,0.516
3989,0.258
3990,0.358
3991,0.384
3992,0.246
3993,0.154
3994,0.264
3995,0.22
3996,0.566
3997,0.034
3998,0.142
3999,0.158
4000,0.19
4001,0.32
4002,0.196
4003,0.448
4004,0.358
4005,0.21
4006,0.302
4007,0.128
4008,0.144
4009,0.06
4010,0.364
4011,0.228
4012,0.602
4013,0.16
4014,0.33
4015,0.308
4016,0.148
4017,0.376
4018,0.318
4019,0.598
4020,0.184
4021,0.39
4022,0.616
4023,0.202
4024,0.366
4025,0.226
4026,0.174
4027,0.272
4028,0.16
4029,0.22
4030,0.082
4031,0.224
4032,0.222
4033,0.072
4034,0.318
4035,0.174
4036,0.214
4037,0.036
4038,0.072
4039,0.536
4040,0.298
4041,0.328
4042,0.208
4043,0.192
4044,0.366
4045,0.622
4046,0.268
4047,0.1
4048,0.524
4049,0.67
4050,0.252
4051,0.216
4052,0.332
4053,0.132
4054,0.188
4055,0.528
4056,0.444
4057,0.27
4058,0.48
4059,0.634
4060,0.486
4061,0.338
4062,0.494
4063,0.312
4064,0.35
4065,0.558
4066,0.276
4067,0.592
4068,0.208
4069,0.248
4070,0.328
4071,0.118
4072,0.322
4073,0.188
4074,0.214
4075,0.266
4076,0.39
4077,0.252
4078,0.39
4079,0.158
4080,0.17
4081,0.384
4082,0.374
4083,0.3
4084,0.042
4085,0.264
4086,0.564
4087,0.316
4088,0.05
4089,0.47
4090,0.198
4091,0.136
4092,0.176
4093,0.408
4094,0.714
4095,0.14
4096,0.314
4097,0.546
4098,0.264
4099,0.486
4100,0.17
4101,0.28
4102,0.448
4103,0.44
4104,0.388
4105,0.178
4106,0.176
4107,0.53
4108,0.46
4109,0.342
4110,0.298
4111,0.312
4112,0.612
4113,0.558
4114,0.524
4115,0.276
4116,0.386
4117,0.226
4118,0.634
4119,0.19
4120,0.376
4121,0.114
4122,0.058
4123,0.236
4124,0.124
4125,0.336
4126,0.256
4127,0.084
4128,0.166
4129,0.286
4130,0.24
4131,0.256
4132,0.33
4133,0.15
4134,0.116
4135,0.51
4136,0.18
4137,0.072
4138,0.24
4139,0.604
4140,0.248
